datetime,open,high,low,close,volume
2026-04-10 04:07:00,71910.1400,71939.8400,71906.0000,71939.8300,14.5674
2026-04-10 04:08:00,71939.8400,71961.3200,71937.3100,71943.5900,14.2352
2026-04-10 04:09:00,71943.5900,71943.5900,71906.7700,71929.4100,8.8610
2026-04-10 04:10:00,71929.4200,71939.9200,71918.6900,71925.2900,7.4794
2026-04-10 04:11:00,71925.3000,71925.3000,71892.9000,71892.9000,5.7658
2026-04-10 04:12:00,71892.9100,71896.8800,71892.9000,71896.8300,13.2758
2026-04-10 04:13:00,71896.8400,71896.8400,71880.9600,71880.9700,9.7376
2026-04-10 04:14:00,71880.9700,71880.9700,71867.4700,71867.4800,10.6152
2026-04-10 04:15:00,71867.4800,71877.1800,71867.4700,71876.1400,6.6214
2026-04-10 04:16:00,71876.1300,71937.6400,71876.1300,71910.4300,15.3760
2026-04-10 04:17:00,71910.4300,71935.0000,71894.8100,71894.8200,6.6070
2026-04-10 04:18:00,71894.8200,71894.8200,71888.2000,71888.2000,5.3340
2026-04-10 04:19:00,71888.2100,71898.8700,71885.2700,71888.3100,7.2696
2026-04-10 04:20:00,71888.3000,71919.0600,71888.3000,71910.0000,23.0670
2026-04-10 04:21:00,71907.9100,71910.0000,71893.4000,71908.8500,6.9984
2026-04-10 04:22:00,71908.8600,71931.3100,71908.8500,71921.0400,5.0192
2026-04-10 04:23:00,71921.0500,71945.4400,71915.2100,71915.2200,6.3330
2026-04-10 04:24:00,71915.2200,71923.0600,71855.5600,71866.9400,148.5740
2026-04-10 04:25:00,71866.9400,71916.0100,71866.9400,71916.0000,135.3956
2026-04-10 04:26:00,71916.0100,71923.2100,71916.0000,71917.3000,4.1712
2026-04-10 04:27:00,71917.2900,71927.0000,71906.0000,71919.1200,25.4156
2026-04-10 04:28:00,71915.4000,71919.1100,71889.4200,71889.4300,23.7634
2026-04-10 04:29:00,71889.4200,71912.3200,71855.5400,71855.9900,138.1338
2026-04-10 04:30:00,71856.0000,71895.3000,71854.4400,71871.7000,156.9984
2026-04-10 04:31:00,71871.7000,71882.7800,71838.4400,71838.4400,9.3558
2026-04-10 04:32:00,71838.4400,71851.3600,71832.0000,71837.9400,6.4570
2026-04-10 04:33:00,71837.9400,71845.1300,71837.5000,71838.0700,9.2772
2026-04-10 04:34:00,71838.0700,71844.6900,71837.5000,71837.5100,7.4414
2026-04-10 04:35:00,71837.5100,71851.3600,71825.0300,71848.8500,9.0798
2026-04-10 04:36:00,71848.8600,71861.8600,71820.4700,71861.8500,18.7438
2026-04-10 04:37:00,71861.8600,71903.0600,71861.8500,71898.8600,7.5898
2026-04-10 04:38:00,71898.8700,71908.3100,71897.8200,71897.8200,5.6436
2026-04-10 04:39:00,71897.8200,71909.8100,71897.8200,71900.5000,5.5350
2026-04-10 04:40:00,71900.5000,71900.5000,71870.0000,71881.4900,8.8970
2026-04-10 04:41:00,71881.4900,71884.9900,71880.2700,71880.2800,5.8470
2026-04-10 04:42:00,71880.2700,71896.4400,71880.2700,71896.4400,6.5984
2026-04-10 04:43:00,71896.4300,71896.4300,71889.9800,71895.0800,5.1788
2026-04-10 04:44:00,71895.0700,71903.6100,71895.0700,71903.6000,8.0430
2026-04-10 04:45:00,71903.6100,71903.6100,71896.9000,71896.9100,7.8556
2026-04-10 04:46:00,71896.9100,71896.9100,71896.9000,71896.9000,5.4402
2026-04-10 04:47:00,71896.9000,71923.8500,71896.9000,71905.6800,9.2972
2026-04-10 04:48:00,71905.6800,71939.9100,71905.6700,71939.9100,19.5268
2026-04-10 04:49:00,71939.9000,71939.9100,71930.9300,71930.9300,7.5458
2026-04-10 04:50:00,71930.9300,71935.9300,71882.3600,71929.5900,221.4812
2026-04-10 04:51:00,71929.5900,71984.0000,71929.5900,71981.5100,14.3534
2026-04-10 04:52:00,71981.5200,72121.4000,71981.5100,72121.3900,41.8642
2026-04-10 04:53:00,72121.3900,72212.8400,72121.3800,72134.5800,57.5678
2026-04-10 04:54:00,72134.5900,72144.6400,72092.8000,72107.8700,10.5426
2026-04-10 04:55:00,72107.8700,72126.0300,72091.3000,72107.7400,13.8830
2026-04-10 04:56:00,72107.7300,72108.6100,72091.3000,72092.1700,10.6538
2026-04-10 04:57:00,72091.3200,72091.3300,72037.3900,72051.2800,29.1132
2026-04-10 04:58:00,72051.2800,72083.2100,72051.2800,72076.7400,9.2350
2026-04-10 04:59:00,72076.7500,72130.0000,72059.2900,72117.2900,21.0420
2026-04-10 05:00:00,72117.2900,72133.5000,72102.4600,72120.0000,23.2006
2026-04-10 05:01:00,72120.0000,72120.0100,72085.9500,72091.3000,9.3650
